Id,Prediction,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet
223685,b,74.073,49.078,2.419,1.706,2.419,64.212,1.324,-1.403,27.636,-1.787,36.576,-2.298,42.241,60.857
223687,b,94.508,58.055,8.455,1.721,8.455,72.937,1.725,-1.408,26.768,1.342,46.169,0.366,53.423,205.446
223696,b,78.646,52.064,1.192,1.796,1.192,51.765,1.45,-1.375,21.133,0.498,30.632,-1.294,50.503,73.998
223697,s,121.781,100.581,3.102,1.845,3.102,112.723,0.797,-1.41,62.731,2.215,49.992,1.059,86.951,172.992
223701,b,71.659,62.158,29.103,2.454,29.103,66.728,1.858,-1.414,23.345,0.56,43.384,-0.036,44.877,175.932
223710,b,83.496,74.042,0.451,2.307,0.451,83.088,1.604,-1.379,31.905,0.207,51.182,0.075,38.34,97.33
223711,b,71.136,60.472,23.238,2.482,23.238,54.676,1.348,-1.197,23.29,-1.36,31.385,-0.049,40.789,94.355
223726,b,89.097,215.794,11.969,2.747,11.969,221.449,0.705,-1.405,129.858,0.79,91.591,0.507,60.946,259.223
223731,b,75.543,66.45,1.774,2.319,1.774,66.668,1.709,-1.359,24.61,0.586,42.058,-0.524,36.937,51.641
223734,b,95.505,79.33,3.962,2.337,3.962,71.998,2.108,-1.314,23.165,-1.794,48.833,-0.146,48.799,106.854
223746,b,67.679,27.341,3.778,1.123,3.778,48.108,1.341,-1.414,20.551,-0.067,27.557,0.872,42.507,69.843
223748,b,65.934,49.431,4.711,1.529,4.711,72.728,0.607,-1.375,45.257,1.894,27.471,1.524,50.249,197.528
223765,b,89.597,57.185,4.365,2.197,4.365,69.463,2.261,-1.296,21.3,0.665,48.162,0.532,43.301,114.591
223771,b,112.961,132.86,23.813,3.218,23.813,65.241,2.235,-1.035,20.167,-1.172,45.074,1.832,70.792,249.158
223777,b,59.762,64.565,32.81,1.803,32.81,76.426,0.79,-1.028,42.687,-1.732,33.739,-0.783,49.638,147.26
223792,b,71.63,22.731,1.579,0.918,1.579,51.333,1.272,-1.39,22.589,-1.245,28.744,-0.984,46.03,68.867
223802,b,77.291,155.823,24.176,3.375,24.176,72.613,1.049,-1.244,35.446,2.036,37.167,-0.857,41.1,112.08
223813,b,79.981,35.717,5.268,1.27,5.268,53.411,1.199,-1.349,24.293,0.397,29.118,-0.817,55.762,133.904
223825,b,89.063,82.178,0.343,2.307,0.343,61.731,1.441,-1.394,25.285,-2.129,36.446,0.013,56.122,72.507
223826,b,102.146,53.943,1.077,1.356,1.077,78.204,0.963,-1.414,39.848,0.965,38.357,-0.091,71.084,111.759
223839,b,106.345,24.273,27.947,0.587,27.947,83.419,1.346,-0.89,35.552,-1.656,47.867,-2.076,62.258,151.616
223840,b,84.158,82.583,2.257,2.267,2.257,90.366,1.38,-1.398,37.973,0.347,52.394,0.81,40.07,154.644
223846,b,64.549,41.587,4.295,1.853,4.295,52.536,1.486,-1.391,21.129,-1.297,31.407,-1.603,37.348,62.689
223851,b,86.715,77.286,1.884,2.05,1.884,64.036,0.913,-1.413,33.468,-0.555,30.568,1.478,61.74,63.488
223853,b,112.219,76.769,20.665,2.271,20.665,75.946,2.627,-1.01,20.941,0.211,55.005,1.764,57.238,159.761
223860,b,95.888,91.098,26.437,2.722,26.437,63.689,1.55,-1.197,24.978,0.306,38.711,2.4,60.169,131.478
223884,b,82.687,74.914,0.905,2.27,0.905,64.686,1.483,-1.384,26.057,1.833,38.629,0.117,47.799,106.094
223891,s,101.672,94.855,1.258,1.785,1.258,126.724,0.554,-1.364,81.524,1.622,45.199,1.811,84.592,153.06
223892,b,72.304,46.423,0.121,1.637,0.121,53.795,1.072,-1.413,25.961,-0.175,27.834,-1.574,48.954,34.062
223904,b,56.118,55.341,0.735,2.227,0.735,52.728,1.132,-1.41,24.729,1.043,27.999,-0.262,33.234,91.852
223909,b,88.769,24.437,0.233,0.88,0.233,55.665,1.726,-1.346,20.417,-0.825,35.248,-1.704,55.89,39.549
223910,b,72.395,49.529,4.454,1.82,4.454,47.832,1.214,-0.889,21.608,0.167,26.224,-1.649,50.171,67.955
223933,b,100.427,110.62,6.099,2.246,6.099,116.811,1.14,-1.411,54.583,-1.095,62.228,-0.371,51.079,219.566
223939,b,64.384,44.653,0.241,1.728,0.241,55.091,1.113,-1.412,26.074,0.54,29.017,1.388,40.486,74.295
223947,b,66.913,18.154,22.832,0.698,22.832,53.679,1.383,-0.816,22.524,1.944,31.155,1.973,36.072,102.126
223954,b,77.811,54.905,18.483,2.012,18.483,64.897,1.281,-1.28,28.452,-1.316,36.445,-1.012,42.976,131.928
223964,b,76.316,55.659,4.456,2.143,4.456,64.282,2.056,-1.367,21.037,-1.192,43.245,-0.478,37.031,110.627
223965,b,82.361,63.062,1.464,2.168,1.464,60.375,1.953,-1.351,20.444,0.489,39.931,-1.083,44.878,54.343
223979,b,81.319,30.632,0.081,1.026,0.081,62.391,1.078,-1.413,30.031,-2.116,32.36,-2.163,54.308,32.884
223981,b,61.996,84.409,21.121,2.887,21.121,58.114,1.76,-1.403,21.06,1.936,37.055,-0.17,37.562,121.42
223984,b,113.725,81.975,3.261,2.385,3.261,93.812,2.513,-1.297,26.706,-1.154,67.106,-1.789,49.957,138.79
223992,b,45.187,55.444,40.034,2.265,40.034,54.844,0.918,-1.126,28.588,0.162,26.256,-0.914,54.606,93.794
224011,b,94.212,40.681,32.263,1.504,32.263,52.505,1.615,-0.722,20.077,0.192,32.427,-1.157,69.076,107.839
224014,b,70.838,110.147,3.501,2.835,3.501,72.43,1.002,-1.412,36.187,0.806,36.243,-1.344,41.775,95.448
224020,b,84.757,12.65,0.331,0.467,0.331,55.475,1.525,-1.38,21.968,-1.079,33.507,-0.902,53.974,38.757
224027,b,66.61,83.91,1.81,2.51,1.81,76.764,1.085,-1.412,36.817,0.659,39.947,-0.531,35.781,79.034
224041,b,81.846,79.678,22.843,2.399,22.843,61.999,1.026,-1.387,30.609,0.503,31.391,2.398,66.261,167.45
224047,b,66.378,55.194,26.686,2.448,26.686,59.469,1.407,-1.414,24.711,-1.609,34.757,-1.511,45.916,55.124
224056,b,73.651,51.988,3.98,1.843,3.98,57.729,1.338,-1.372,24.688,-1.653,33.041,-0.429,43.556,125.715
224106,b,70.819,257.385,5.264,4.318,5.264,73.438,0.925,-1.413,38.155,-2.303,35.282,1.58,43.348,115.94
224121,b,102.897,57.732,2.27,1.361,2.27,87.288,0.821,-1.399,47.93,-0.083,39.358,-0.877,74.726,98.45
224124,b,86.26,76.402,61.48,2.376,61.48,83.843,0.649,-1.409,50.851,2.206,32.992,1.979,95.094,253.8
224126,b,73.754,61.877,22.504,1.681,22.504,78.732,1.101,-1.394,37.467,-0.003,41.264,0.772,35.975,62.492
224134,b,79.885,85.817,0.6,3.045,0.6,71.316,2.259,-1.317,21.881,0.044,49.435,1.63,33.256,76.571
224139,s,66.032,54.111,3.025,1.811,3.025,66.971,0.785,-1.406,37.509,-2.416,29.462,-1.81,47.42,123.435
224159,b,127.305,110.837,2.405,3.539,2.405,93.167,3.639,-1.176,20.082,-1.148,73.085,0.68,55.448,49.514
224160,b,108.961,58.487,3.847,1.577,3.847,84.943,1.741,-1.369,30.992,1.297,53.951,1.593,59.011,114.063
224167,b,74.868,127.909,29.224,3.028,29.224,60.525,1.257,-0.579,26.813,1.074,33.712,-1.912,42.329,62.699
224172,b,111.847,148.371,0.85,3.219,0.85,83.098,2.264,-1.315,25.459,1.045,57.638,-1.629,56.943,95.31
224176,b,75.522,40.247,1.857,1.532,1.857,49.781,1.434,-1.403,20.454,0.058,29.327,-1.357,49.42,62.698
224189,b,69.898,83.405,29.991,2.173,29.991,65.156,0.7,-0.451,38.333,-0.363,26.823,1.778,51.598,123.37
224191,b,88.499,54.165,0.158,1.658,0.158,72.942,1.364,-1.398,30.85,-0.357,42.092,-0.812,51.682,50.883
224195,b,79.24,98.812,2.046,2.868,2.046,78.8,1.649,-1.362,29.744,-0.742,49.056,0.88,34.891,113.769
224197,b,103.743,54.208,8.868,1.436,8.868,77.273,1.546,-1.365,30.347,-0.606,46.925,0.402,59.237,176.759
224199,b,73.346,56.627,28.799,2.199,28.799,60.14,1.86,-1.4,21.028,-0.89,39.112,-1.927,49.541,95.28
224216,b,82.104,99.32,5.101,2.666,5.101,79.599,1.544,-1.4,31.29,-0.013,48.309,-1.697,41.089,58.788
224218,b,78.88,36.473,3.907,1.26,3.907,55.635,1.268,-1.412,24.528,0.828,31.107,-0.333,50.853,70.555
224243,b,81.354,52.042,19.438,2.121,19.438,58.386,1.64,-1.22,22.116,0.146,36.27,0.873,46.405,89.666
224249,s,104.335,104.895,4.391,1.781,4.391,145.487,0.38,-1.298,105.4,0.3,40.087,0.937,105.133,280.3
224278,b,79.521,19.368,3.355,0.626,3.355,61.233,0.801,-1.135,33.99,-0.659,27.243,-0.036,58.076,152.294
224292,s,75.332,91.257,1.941,2.396,1.941,85.865,1.007,-1.414,42.79,0.787,43.075,1.953,44.479,122.477
224295,b,78.409,30.089,3.53,1.204,3.53,51.933,1.571,-1.365,20.197,0.408,31.736,1.149,49.83,106.469
224300,b,91.108,23.922,36.449,0.967,36.449,51.778,1.542,-0.739,20.367,-2.321,31.411,-1.911,66.834,191.679
224308,b,79.979,29.434,21.682,1.006,21.682,57.621,1.265,-0.7,25.443,-0.303,32.177,-1.171,50.077,164.671
224359,b,86.863,57.132,0.344,1.44,0.344,85.343,0.577,-1.367,54.128,-0.622,31.214,-1.394,70.952,110.372
224370,b,69.792,48.631,32.485,1.659,32.485,54.381,1.539,-0.356,21.416,-1.246,32.965,0.356,39.197,101.514
224372,b,126.131,72.831,1.328,1.933,1.328,95.27,2.268,-1.31,29.148,2.373,66.121,2.09,63.063,84.304
224378,b,57.496,43.826,1.82,1.784,1.82,54.037,1.048,-1.413,26.385,1.731,27.652,2.399,34.943,53.363
224389,b,103.048,116.819,2.96,2.309,2.96,112.78,1.009,-1.414,56.141,-0.124,56.639,1.014,62.155,169.323
224390,b,86.863,102.835,16.199,3.163,16.199,58.419,1.839,-1.278,20.574,-0.286,37.845,2.274,51.527,133.658
224397,b,65.417,52.868,0.357,2.295,0.357,59.156,1.858,-1.353,20.699,2.216,38.458,1.697,30.115,27.851
224432,b,56.922,22.668,26.044,0.958,26.044,47.715,1.273,-0.691,20.995,-1.236,26.721,-0.578,37.804,116.414
224435,b,72.596,213.065,25.361,3.85,25.361,91.2,1.094,-1.403,43.563,2.162,47.637,-0.851,51.897,123.999
224448,b,105.115,81.986,0.323,2.228,0.323,94.841,1.823,-1.359,33.595,0.933,61.246,1.192,49.204,136.601
224451,b,69.05,45.553,2.404,1.616,2.404,61.347,0.997,-1.412,30.714,0.477,30.632,1.015,44.243,70.232
224464,b,77.73,110.661,2.281,3.115,2.281,69.014,1.83,-1.357,24.388,1.832,44.626,-0.488,36.803,96.846
224467,b,68.227,31.099,1.828,1.28,1.828,50.54,1.214,-1.401,22.828,-0.05,27.712,0.577,44.43,92.01
224473,b,74.919,77.536,0.156,2.54,0.156,69.378,1.617,-1.376,26.507,-0.477,42.871,-1.856,36.565,83.701
224476,b,102.348,87.33,19.035,2.337,19.035,97.042,2.138,-1.401,30.925,-0.478,66.117,0.216,47.562,223.548
224508,b,72.556,49.266,0.724,1.817,0.724,59.307,1.393,-1.398,24.781,0.908,34.527,0.06,42.367,47.148
224512,b,73.94,10.546,1.717,0.435,1.717,49.053,1.33,-1.412,21.049,-1.257,28.003,-1.247,49.33,80.539
224523,b,101.532,26.568,0.606,0.766,0.606,68.719,1.266,-1.411,30.33,0.373,38.388,1.059,67.555,83.087
224555,b,73.079,57.948,5.68,2.508,5.68,63.293,1.956,-1.35,21.414,-1.977,41.878,-1.566,33.998,49.554
224559,b,70.874,74.429,0.024,2.502,0.024,77.934,1.515,-1.385,30.982,-0.119,46.952,-0.631,30.399,35.968
224562,b,84.81,51.03,2.901,1.949,2.901,65.71,2.086,-1.308,21.291,-0.573,44.418,-0.412,42.401,103.565
224575,b,74.721,54.002,5.289,2.217,5.289,60.327,1.874,-1.317,20.988,-1.661,39.339,-2.358,37.34,59.119
224580,b,79.911,89.707,0.763,2.43,0.763,84.474,1.269,-1.405,37.234,-0.066,47.24,1.093,41.051,103.412
224585,b,62.207,59.889,1.012,2.06,1.012,66.612,1.001,-1.414,33.286,-0.366,33.326,0.339,37.545,57.351
224606,b,78.785,82.167,0.282,2.088,0.282,75.839,0.592,-1.369,47.629,-1.72,28.21,0.005,63.789,113.674
224640,b,110.899,34.594,4.364,1.034,4.364,74.742,2.093,-1.362,24.167,0.657,50.575,0.593,62.785,104.409
224651,b,115.706,39.736,25.276,1.078,25.276,74.727,1.216,-1.339,33.726,0.832,41.0,0.155,88.629,192.906
224666,b,90.892,83.278,18.157,1.838,18.157,84.418,0.828,-1.375,46.186,0.411,38.232,-1.193,58.557,207.234
224674,b,94.474,69.379,2.926,2.068,2.926,84.132,1.808,-1.362,29.959,1.316,54.173,1.178,45.05,66.236
224685,b,85.922,25.876,9.216,1.018,9.216,54.961,1.728,-1.235,20.146,-1.426,34.815,-1.297,53.58,94.293
224692,b,62.593,39.581,1.224,1.495,1.224,56.429,0.877,-1.408,30.07,1.477,26.359,0.871,43.079,66.143
224698,b,106.94,72.438,0.076,2.602,0.076,85.545,2.86,-1.273,22.162,-0.895,63.383,-1.046,45.829,28.864
224713,s,204.385,51.202,23.775,1.237,23.775,109.867,3.945,-1.151,22.218,-0.552,87.649,-0.576,119.81,146.657
224715,b,85.202,57.589,4.014,1.408,4.014,92.201,0.521,-1.359,60.622,-1.241,31.579,-0.811,70.72,119.123
224724,b,94.573,41.273,2.29,1.283,2.29,69.803,1.446,-1.401,28.542,2.219,41.261,1.991,58.198,105.554
224726,b,72.459,87.902,1.808,2.088,1.808,102.592,0.588,-1.364,64.605,1.221,37.987,1.738,60.298,124.969
224729,b,88.404,121.355,28.494,2.463,28.494,90.258,1.299,-1.38,39.262,0.283,50.995,2.303,40.996,125.866
224741,b,84.718,25.068,15.208,0.914,15.208,58.993,1.869,-1.346,20.566,2.14,38.427,2.457,50.773,126.586
224748,b,99.415,85.112,2.564,2.53,2.564,78.597,2.25,-1.299,24.183,0.143,54.414,1.608,47.354,72.638
224751,b,89.832,45.354,26.997,1.465,26.997,72.028,2.024,-0.956,23.822,-2.152,48.206,-2.078,41.869,182.712
224772,b,85.922,41.355,6.465,1.514,6.465,61.896,2.039,-1.392,20.365,0.154,41.532,-0.463,47.897,94.908
224791,b,93.748,88.267,27.34,2.539,27.34,71.157,2.261,-1.406,21.818,0.287,49.339,-1.652,55.837,142.359
224796,b,74.9,44.721,16.31,1.591,16.31,51.954,1.465,-0.547,21.075,2.143,30.879,0.58,45.858,107.503
224809,s,64.167,89.317,21.437,2.212,21.437,102.435,0.453,-1.4,70.523,-1.694,31.912,-2.422,50.397,145.422
224822,b,74.068,21.498,7.197,0.807,7.197,55.097,1.314,-1.348,23.815,1.69,31.282,1.806,44.63,97.769
224832,b,68.669,84.169,1.222,2.777,1.222,65.34,1.561,-1.374,25.513,-1.397,39.827,0.338,33.011,59.643
224834,b,83.997,32.346,23.466,0.961,23.466,66.953,0.812,-0.919,36.94,-1.273,30.013,-2.03,58.802,89.443
224852,b,79.374,60.859,0.287,2.36,0.287,68.009,2.141,-1.331,21.654,1.198,46.355,1.809,35.973,26.379
224854,b,92.719,17.749,1.578,0.516,1.578,68.718,0.839,-1.395,37.368,-1.115,31.35,-0.71,69.158,71.302
224855,b,85.146,20.658,6.5,0.673,6.5,60.896,1.207,-1.335,27.59,-1.377,33.307,-0.772,54.955,125.653
224885,b,65.354,37.05,0.904,1.403,0.904,56.53,0.958,-1.413,28.875,1.832,27.655,1.413,43.8,58.959
224887,b,89.733,30.458,27.297,1.261,27.297,51.787,1.462,-1.199,21.039,1.081,30.749,1.471,66.095,83.696
224902,b,61.383,45.772,2.97,1.746,2.97,57.821,1.093,-1.414,27.623,0.056,30.198,-0.547,36.9,97.086
224907,b,91.483,31.501,0.344,0.922,0.344,70.496,0.968,-1.414,35.828,-0.013,34.668,0.183,63.56,47.483
224919,s,94.404,59.217,4.523,1.349,4.523,94.84,0.567,-1.352,60.535,-1.581,34.304,-2.252,76.086,115.493
224923,b,91.98,129.494,16.244,2.933,16.244,98.83,1.125,-1.398,46.497,-2.338,52.332,-0.692,48.129,116.084
224925,b,74.271,31.228,0.118,1.171,0.118,50.79,1.177,-1.411,23.335,-0.862,27.455,-2.005,50.409,106.009
224945,b,72.136,58.353,5.696,1.839,5.696,72.85,1.171,-1.414,33.561,1.58,39.289,1.91,40.154,102.117
224956,b,97.161,173.899,22.643,3.664,22.643,63.899,1.481,-1.403,25.751,-1.015,38.147,2.432,70.398,89.099
224957,b,60.782,81.907,26.476,3.263,26.476,54.207,1.26,-1.412,23.982,-0.644,30.224,1.361,42.283,112.66
224983,b,85.197,32.453,28.531,0.846,28.531,79.304,1.2,-1.414,36.041,1.943,43.263,1.933,44.001,112.817
224991,b,113.199,84.614,26.204,2.677,26.204,91.249,2.413,-1.396,26.738,1.321,64.511,0.67,57.743,89.357
225001,s,145.971,96.221,10.083,1.419,10.083,150.644,0.284,-1.376,117.342,0.609,33.302,-0.805,160.157,277.523
225010,b,71.714,56.043,1.07,1.931,1.07,68.41,1.225,-1.406,30.743,1.358,37.667,1.254,40.345,84.453
225026,b,59.605,111.16,0.102,3.258,0.102,56.288,1.139,-1.411,26.32,0.262,29.968,-2.455,35.231,44.912
225031,b,63.093,101.658,2.651,3.191,2.651,51.983,1.49,-1.376,20.88,0.771,31.103,-1.987,34.654,64.036
225033,b,83.238,95.277,2.672,2.66,2.672,67.456,1.613,-1.387,25.814,0.054,41.641,-2.051,45.631,169.313
225036,b,71.276,102.274,2.121,3.054,2.121,59.375,1.484,-1.379,23.905,-1.227,35.47,1.24,39.468,41.963
225038,b,75.53,31.085,1.122,1.049,1.122,62.251,0.842,-1.405,33.8,2.239,28.451,2.323,54.723,95.195
225043,b,87.534,111.158,0.802,3.357,0.802,74.307,2.444,-1.312,21.578,-0.136,52.729,2.074,37.534,39.083
225044,b,110.114,243.034,31.207,4.118,31.207,84.542,1.343,-1.379,36.084,1.193,48.458,-2.291,70.35,218.673
225064,b,74.488,68.201,1.61,2.278,1.61,74.537,1.548,-1.385,29.252,-1.571,45.284,-2.127,34.899,49.984
225065,b,65.665,38.595,4.081,1.667,4.081,49.525,1.417,-1.357,20.49,2.164,29.035,1.303,39.214,58.03
225082,b,97.7,52.629,5.786,1.688,5.786,67.851,2.284,-1.347,20.661,2.059,47.189,0.89,52.541,133.887
225093,b,64.598,88.362,0.976,2.649,0.976,73.504,1.119,-1.411,34.688,1.054,38.816,-0.427,34.281,89.284
225095,b,77.001,46.116,23.82,1.844,23.82,55.221,1.373,-1.409,23.274,0.403,31.947,1.2,58.034,203.882
225100,b,76.012,177.742,26.229,2.957,26.229,145.311,0.973,-1.397,73.635,-1.878,71.676,-0.489,53.792,145.416
225101,b,142.398,75.312,24.183,2.534,24.183,90.936,3.164,-1.314,21.839,1.859,69.097,2.241,75.966,101.716
225105,b,127.57,117.828,29.175,2.293,29.175,89.057,2.091,-0.138,28.809,1.422,60.248,-0.87,68.589,130.936
225113,b,92.501,69.523,33.966,2.41,33.966,74.183,2.292,-1.414,22.532,-0.779,51.651,-1.714,56.42,222.031
225119,b,106.137,128.751,28.271,2.174,28.271,138.815,1.075,-1.397,66.893,0.259,71.922,-0.438,45.654,192.212
225129,b,80.882,30.431,27.724,1.177,27.724,52.89,0.973,-1.1,26.8,-0.408,26.089,-1.044,62.797,96.261
225132,b,94.286,37.311,19.369,1.266,19.369,62.998,1.467,-1.399,25.535,0.239,37.463,-0.222,66.912,182.669
225142,b,74.231,74.623,5.941,2.463,5.941,68.903,1.477,-1.403,27.813,-0.079,41.09,1.191,40.148,65.042
225177,b,64.599,43.999,0.748,1.85,0.748,53.183,1.516,-1.384,21.135,-0.939,32.048,-0.158,35.757,35.122
225190,b,81.535,56.104,0.838,1.915,0.838,65.072,1.63,-1.38,24.743,0.3,40.329,1.247,45.051,51.963
225214,b,54.875,39.542,1.888,1.804,1.888,48.535,1.183,-1.413,22.233,1.627,26.302,2.291,33.639,63.407
225218,b,83.577,39.99,7.918,1.431,7.918,53.047,1.317,-1.326,22.892,1.377,30.155,0.049,58.311,89.433
225219,b,86.052,64.293,0.567,2.093,0.567,62.578,1.774,-1.357,22.56,-1.239,40.018,0.303,48.815,92.654
225230,b,120.84,67.829,0.831,2.089,0.831,89.215,2.826,-1.275,23.315,-1.075,65.899,-1.086,57.178,136.14
225237,b,93.788,42.285,3.849,1.303,3.849,70.489,1.564,-1.39,27.491,-0.438,42.998,-0.819,54.342,71.243
225255,b,67.05,104.354,5.284,3.36,5.284,57.792,1.684,-1.375,21.535,-1.207,36.257,1.334,34.6,43.247
225257,b,75.873,241.645,22.768,4.886,22.768,66.773,2.215,-1.407,20.772,-1.836,46.001,2.247,39.257,58.83
225264,b,75.838,42.318,4.016,1.58,4.016,49.849,1.281,-1.39,21.85,-0.141,27.999,-1.625,51.976,102.174
225270,s,159.548,62.891,1.163,1.237,1.163,99.536,1.764,-1.385,36.008,-0.691,63.527,-1.918,100.274,59.22
225287,b,97.422,100.911,27.145,3.123,27.145,68.827,2.04,-0.968,22.639,-1.763,46.188,0.352,51.379,71.024
225289,b,72.252,59.538,3.35,2.032,3.35,55.09,1.323,-1.391,23.719,0.186,31.371,1.881,43.735,79.084
225307,s,161.472,48.69,27.661,1.044,27.661,105.469,2.838,-0.903,27.482,-0.812,77.987,-0.025,83.667,240.621
225318,b,93.455,97.598,5.373,1.923,5.373,118.945,0.67,-1.375,71.241,0.153,47.704,-0.312,69.405,173.542
225319,b,101.426,50.224,28.254,1.489,28.254,84.482,2.94,-1.183,21.442,0.01,63.04,0.299,41.206,150.667
225321,s,94.561,156.415,3.034,3.22,3.034,101.804,1.559,-1.391,39.786,-0.189,62.017,-2.302,41.727,148.583
225336,b,68.449,63.089,21.276,2.092,21.276,51.442,1.425,-0.24,21.213,-0.03,30.229,2.056,39.871,124.933
225353,b,91.989,53.245,7.258,1.545,7.258,66.987,1.163,-1.346,30.97,1.767,36.017,0.521,60.071,81.748
225355,b,61.786,72.025,0.351,2.156,0.351,78.957,0.759,-1.401,44.877,-1.375,34.081,-2.05,42.452,125.905
225365,s,52.574,82.132,1.474,2.243,1.474,96.603,0.497,-1.345,64.519,2.258,32.084,2.4,50.005,118.419
225377,b,100.949,29.736,25.73,0.689,25.73,85.841,1.026,-1.154,42.379,1.623,43.461,1.086,60.672,151.457
225382,b,72.935,29.691,0.45,1.054,0.45,58.91,0.923,-1.412,30.638,-0.863,28.272,-1.012,50.814,40.433
225396,b,64.276,78.263,3.988,2.053,3.988,95.338,0.533,-1.369,62.207,-0.022,33.131,0.255,53.869,168.209
225424,b,70.471,130.641,20.271,3.657,20.271,49.557,1.376,-1.097,20.86,-1.925,28.696,1.432,43.373,116.285
225425,b,161.865,67.678,17.776,1.459,17.776,100.654,2.463,-1.081,29.069,-0.325,71.585,-1.44,91.598,183.122
225430,b,101.783,61.757,4.964,1.843,4.964,72.073,2.183,-1.326,22.642,0.321,49.431,1.61,54.332,118.475
225432,b,78.086,52.665,5.885,1.917,5.885,66.998,1.812,-1.392,23.827,1.091,43.171,1.267,40.085,105.592
225438,b,67.628,58.566,31.629,2.225,31.629,63.583,1.859,-1.388,22.24,-1.372,41.342,-2.244,44.89,68.414
225443,b,96.035,47.287,29.512,1.857,29.512,58.935,1.611,-1.354,22.568,1.552,36.368,0.986,68.109,84.982
225462,b,86.815,68.273,0.339,2.518,0.339,71.476,2.392,-1.306,21.07,1.193,50.406,2.163,38.899,25.532
225464,b,76.427,12.554,1.863,0.484,1.863,51.517,1.287,-1.279,22.527,1.193,28.99,0.746,50.401,79.451
225470,b,73.752,37.131,1.988,1.439,1.988,49.334,1.382,-1.358,20.709,1.567,28.625,0.252,48.009,166.472
225473,b,90.937,55.329,6.067,2.103,6.067,68.508,2.167,-1.316,21.633,0.247,46.875,0.182,46.396,165.32
225480,b,66.6,54.96,1.518,1.953,1.518,65.729,1.123,-1.412,30.956,1.903,34.774,2.236,39.158,92.246
225497,b,92.138,56.745,44.426,2.6,44.426,54.621,1.585,-1.316,21.127,0.992,33.495,1.984,66.067,165.206
225498,b,109.58,45.606,24.574,1.626,24.574,64.422,1.964,-1.287,21.733,1.697,42.689,1.124,72.544,119.903
225511,b,90.456,22.23,5.186,0.702,5.186,62.494,1.286,-1.268,27.333,0.639,35.161,1.313,58.481,108.141
225513,b,87.542,24.789,28.553,0.695,28.553,74.513,1.641,-1.413,28.214,-0.87,46.299,-0.652,42.422,139.901
225523,s,74.696,57.592,1.918,1.754,1.918,68.093,0.844,-1.413,36.923,-1.802,31.169,-0.747,51.439,50.616
225565,b,61.506,95.98,0.721,2.862,0.721,70.311,1.141,-1.41,32.843,1.215,37.468,-0.597,32.024,43.862
225578,b,76.139,56.122,1.611,1.73,1.611,70.044,0.941,-1.412,36.086,1.322,33.958,0.567,50.999,69.2
225589,b,119.169,78.42,23.552,2.24,23.552,84.903,3.088,-0.949,20.77,-1.95,64.133,-0.569,55.391,91.204
225614,b,57.836,41.401,0.815,1.826,0.815,49.68,1.301,-1.405,21.593,-1.04,28.086,-0.23,33.7,40.597
225615,b,78.678,33.607,0.333,1.166,0.333,56.67,1.119,-1.413,26.738,0.725,29.932,1.661,53.165,55.734
225634,b,61.793,105.702,2.974,3.018,2.974,60.446,1.026,-1.412,29.835,-0.758,30.611,1.712,36.802,67.526
225635,b,65.131,142.977,23.385,3.036,23.385,89.399,0.526,-1.234,58.588,-0.595,30.812,1.762,73.012,137.046
225653,b,81.148,131.367,27.382,3.196,27.382,55.593,1.147,-0.127,25.889,-1.111,29.704,2.083,58.187,139.56
225654,b,72.315,59.705,37.032,2.907,37.032,56.174,1.191,-1.393,25.636,0.055,30.538,0.852,47.154,87.813
225655,b,66.112,75.059,4.608,2.515,4.608,61.176,1.408,-1.378,25.404,-2.085,35.772,-0.39,33.799,60.029
225723,b,73.815,43.894,0.081,1.721,0.081,59.524,1.632,-1.376,22.616,0.987,36.908,1.081,40.308,25.508
225728,s,98.208,72.021,10.719,2.061,10.719,85.383,1.455,-1.4,34.772,-1.061,50.611,-0.973,56.149,159.034
225743,b,64.242,58.327,0.711,2.247,0.711,64.053,1.471,-1.392,25.92,0.792,38.133,1.325,31.403,91.315
225752,s,56.487,117.745,13.317,2.508,13.317,127.533,0.595,-1.34,79.977,-1.527,47.556,-1.733,61.459,161.912
225761,b,81.426,39.272,5.956,1.207,5.956,66.394,0.947,-1.407,34.097,-0.655,32.298,0.039,53.893,75.032
225767,b,70.667,120.155,0.543,2.793,0.543,93.07,0.951,-1.414,47.712,0.06,45.358,1.712,40.197,63.772
225769,b,73.887,80.618,2.455,2.424,2.455,53.13,1.061,-1.401,25.78,-1.309,27.35,1.089,50.399,79.257
225790,b,81.817,82.168,0.651,2.471,0.651,68.254,1.552,-1.381,26.743,0.108,41.511,-1.585,44.579,114.416
225811,b,80.576,28.165,0.758,0.971,0.758,60.022,1.126,-1.413,28.239,-1.082,31.783,-1.329,53.781,115.536
225815,b,68.762,34.946,1.056,1.316,1.056,56.026,1.01,-1.414,27.876,-1.249,28.151,-1.719,46.434,61.153
225818,b,106.382,152.7,4.233,2.678,4.233,157.964,1.265,-1.409,69.753,-0.842,88.21,-0.86,41.232,105.755
