Id,Prediction,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_all_pt
211041,b,70.273,78.84,38.281,2.837,1.184,119.217,1.008,-1.414,39.722,2.416,40.03,2.431,50.359,156.097,39.464,1.647,39.464
211049,b,88.285,122.101,35.418,2.566,0.838,164.039,0.624,-1.414,78.685,0.132,49.1,-0.344,61.241,176.146,36.255,2.377,36.255
211056,b,77.833,81.781,38.452,2.763,0.849,94.422,1.343,-0.759,23.988,-0.245,32.223,1.84,47.484,80.211,38.211,3.194,38.211
211150,b,77.72,84.047,55.792,2.916,24.466,116.607,0.863,-1.414,45.15,-0.231,38.985,0.031,64.834,202.681,32.472,-0.381,32.472
211175,b,77.496,17.437,31.873,0.562,1.931,93.692,1.192,-0.623,28.655,-1.628,34.169,-1.589,52.033,105.327,30.868,-1.713,30.868
211185,b,51.119,44.771,322.555,1.099,13.599,396.066,0.519,0.148,53.846,-1.34,27.97,-0.249,249.624,481.542,314.249,2.075,314.249
211198,b,240.273,145.343,105.464,3.43,34.939,212.658,3.128,-1.392,29.268,0.565,91.553,2.313,163.897,329.503,91.837,1.239,91.837
211274,b,101.445,60.02,56.138,2.342,14.076,133.608,1.234,-1.164,29.142,1.535,35.973,1.779,71.928,184.189,68.494,1.119,68.494
211301,b,116.606,102.188,45.559,3.271,5.174,117.664,2.399,-0.24,20.815,0.15,49.926,-1.969,69.312,188.58,46.923,-1.586,46.923
211350,b,68.738,75.332,52.835,2.948,24.56,134.904,0.765,-1.414,41.467,1.946,31.718,1.339,59.891,188.175,61.719,2.474,61.719
211385,b,63.848,17.275,64.16,0.605,1.099,120.792,1.26,-0.058,25.113,-1.338,31.654,-0.782,53.087,110.084,64.025,0.6,64.025
211416,b,68.341,94.37,42.764,2.695,14.159,94.945,1.261,-0.933,26.396,-1.174,33.28,1.184,58.52,190.816,35.268,-0.01,35.268
211420,b,69.253,45.04,18.924,1.496,23.632,97.573,0.932,-0.178,28.482,1.472,26.536,-0.021,46.905,154.935,42.555,-0.088,42.555
211426,b,65.706,50.201,49.243,1.519,0.549,121.585,0.999,-0.877,36.258,-0.252,36.227,-0.497,62.45,98.583,49.101,1.088,49.101
211429,b,86.338,99.95,89.376,2.725,32.593,173.404,0.443,-1.412,76.586,0.535,33.899,0.682,115.431,264.001,62.919,0.585,62.919
211448,b,99.682,68.048,46.974,1.454,5.083,136.731,1.648,-0.155,33.432,0.747,55.082,2.2,46.607,253.348,48.217,1.648,48.217
211475,b,88.87,42.785,72.733,2.089,32.237,88.623,1.388,-1.41,20.052,-1.762,27.822,-2.454,97.644,132.058,40.75,-2.215,40.75
211523,b,113.452,116.337,39.673,2.019,45.795,156.208,0.803,-0.964,56.191,-0.546,45.11,1.372,71.342,296.097,54.907,-0.143,54.907
211609,b,303.866,130.087,58.229,2.236,27.521,271.777,6.194,-0.683,28.727,-1.259,177.924,-0.919,130.982,182.772,65.126,-0.408,65.126
211648,s,113.277,69.552,1.314,1.322,155.788,274.954,0.504,-1.35,79.552,0.386,40.095,0.211,98.234,159.452,155.306,-2.577,155.306
211671,b,74.606,101.344,33.134,2.327,2.783,146.736,1.224,-1.379,49.878,-1.809,61.03,-1.825,49.321,192.465,35.828,0.044,35.828
211675,b,76.41,12.499,39.562,0.474,3.733,96.27,1.503,-0.193,21.162,-0.697,31.815,-1.074,51.381,168.401,43.293,3.085,43.293
211685,b,88.897,64.571,58.668,2.464,7.216,117.402,1.581,-0.353,20.301,-1.992,32.091,-0.203,65.576,140.354,65.01,-1.283,65.01
211698,b,96.621,140.596,46.279,3.772,26.491,112.057,2.172,-1.412,24.55,0.334,53.325,-2.244,61.278,143.028,34.182,-2.827,34.182
211716,b,75.653,68.331,11.737,1.909,22.255,111.644,0.73,-1.413,45.616,-1.028,33.294,-1.908,50.657,152.018,32.734,1.561,32.734
211718,b,132.174,64.949,34.145,1.955,3.338,112.677,2.511,-0.985,21.474,0.737,53.927,-0.513,80.993,148.193,37.276,0.979,37.276
211787,s,70.98,69.473,48.547,2.549,1.734,120.812,0.659,-1.414,44.51,-1.5,29.323,-1.278,69.518,172.782,46.979,-0.745,46.979
211820,b,71.862,68.531,67.023,2.155,37.326,107.149,1.47,-1.212,30.865,-1.732,45.363,-1.098,75.131,192.676,30.921,3.512,30.921
211864,b,65.088,45.275,68.679,1.415,26.507,111.199,0.886,-0.556,36.203,-1.158,32.071,-1.645,79.017,150.926,42.925,0.297,42.925
211890,b,224.445,272.7,83.022,3.949,2.577,212.081,2.442,-1.328,36.78,-0.681,89.805,2.356,146.264,153.908,85.496,0.706,85.496
211902,b,99.104,74.76,82.654,2.996,33.587,124.531,1.837,1.412,25.628,-0.864,47.069,-1.677,79.904,255.105,51.834,-0.158,51.834
211908,b,90.159,48.728,37.302,1.648,2.339,95.449,1.21,-0.889,27.021,-0.31,32.706,0.809,62.299,182.168,35.722,2.8,35.722
211913,b,87.097,60.658,0.785,1.807,43.69,122.417,1.342,-1.401,33.308,-1.127,44.701,-1.057,48.67,70.499,44.409,-2.636,44.409
211948,b,80.834,50.653,34.458,1.786,4.751,98.121,1.141,-1.372,30.437,2.374,34.715,2.351,68.862,128.693,32.969,-0.593,32.969
211949,b,148.878,147.339,70.25,2.745,26.787,196.017,0.938,-1.381,76.428,-0.007,71.665,0.362,83.767,224.687,47.923,-1.193,47.923
212029,b,74.764,62.625,43.026,2.143,2.454,93.554,1.491,-0.346,20.666,-0.547,30.807,1.471,50.012,87.969,42.081,-3.511,42.081
212162,b,80.699,33.022,30.008,1.439,21.488,93.648,1.513,-1.393,20.271,1.198,30.664,1.378,64.356,199.439,42.712,-0.01,42.712
212173,b,101.923,45.339,12.625,1.6,31.65,104.723,2.05,-1.363,21.761,0.133,44.608,-0.258,62.183,156.217,38.354,1.045,38.354
212194,b,60.978,31.235,47.016,1.239,1.693,98.617,1.008,-0.701,26.37,-0.498,26.569,-0.077,61.868,108.647,45.678,-1.361,45.678
212215,b,73.533,59.266,48.137,2.84,1.314,106.12,1.134,-1.411,26.884,0.73,30.482,0.091,59.395,128.859,48.754,1.419,48.754
212222,b,91.095,91.475,48.785,3.347,20.925,109.546,1.679,1.414,29.561,-0.165,49.633,-1.39,55.16,161.41,30.351,0.379,30.351
212260,b,94.458,51.578,109.8,1.686,18.107,149.392,1.006,-0.088,28.089,-0.819,28.255,-2.368,106.0,197.583,93.048,2.623,93.048
212286,b,63.826,54.977,51.006,1.361,0.579,138.124,0.801,-0.721,48.047,-0.951,38.503,-0.531,51.986,109.656,51.574,-2.852,51.574
212289,b,97.217,132.506,26.25,3.117,15.694,99.908,1.808,-1.254,23.018,-2.218,41.613,0.749,65.374,194.062,35.277,3.062,35.277
212308,b,78.952,36.136,38.662,1.195,1.926,98.702,1.449,-0.157,23.75,2.429,34.422,1.251,50.176,123.937,40.531,1.326,40.531
212319,b,67.008,98.708,40.557,1.818,3.572,208.408,0.19,-0.956,140.998,0.894,26.816,0.466,109.622,230.502,40.593,-1.857,40.593
212335,b,75.485,147.609,29.114,2.761,6.999,178.446,0.529,-1.389,93.107,0.478,49.293,-0.509,82.058,226.592,36.045,-0.529,36.045
212401,b,79.985,82.156,33.41,2.536,1.887,118.801,1.386,-1.413,36.193,0.543,50.178,0.24,53.715,133.708,32.429,-0.323,32.429
212410,b,136.727,201.643,36.491,3.783,30.195,136.112,2.992,-0.749,22.406,1.223,67.035,-2.05,70.432,132.781,46.672,-0.597,46.672
212433,b,126.664,95.982,49.145,3.503,1.635,128.165,2.761,-1.413,20.931,-0.729,57.797,-2.421,76.198,153.019,49.437,-0.676,49.437
212470,b,82.115,39.392,31.82,1.643,1.722,86.96,1.712,-0.815,20.52,0.982,35.124,0.891,48.338,79.065,31.316,-2.568,31.316
212487,b,91.124,167.421,43.834,3.96,17.791,99.063,1.394,-1.402,22.967,-1.247,32.018,2.394,80.308,213.788,44.078,-0.028,44.078
212488,b,82.757,40.765,32.699,1.148,1.487,98.93,0.911,-0.113,35.23,2.344,32.112,1.199,57.63,129.517,31.589,0.852,31.589
212512,b,97.628,44.086,38.133,1.722,3.847,97.02,1.889,-0.817,21.071,0.413,39.796,0.596,60.278,206.895,36.153,0.125,36.153
212556,b,69.97,50.935,32.019,1.551,0.976,104.386,1.384,-1.228,30.468,-1.09,42.178,-1.49,43.74,88.967,31.74,-1.95,31.74
212595,b,72.387,46.842,39.77,1.774,1.788,90.64,1.452,-0.497,21.384,0.605,31.059,-0.745,44.607,117.942,38.197,-0.398,38.197
212618,b,88.071,160.924,62.433,3.823,43.315,84.053,1.023,-1.14,26.174,-2.19,26.769,1.438,97.924,143.87,31.11,1.083,31.11
212664,b,98.411,41.276,33.456,1.448,1.988,95.803,1.321,-1.121,26.782,0.031,35.375,0.387,68.714,106.117,33.646,-2.943,33.646
212700,b,74.463,53.242,19.261,1.58,34.766,122.358,0.687,-1.282,45.031,2.408,30.94,2.21,66.608,258.193,46.388,2.782,46.388
212764,b,90.309,127.386,38.911,3.262,14.899,100.788,1.348,-1.197,23.97,-1.867,32.312,1.219,77.113,289.344,44.506,-1.959,44.506
212823,b,158.635,84.849,84.716,1.808,2.947,216.295,5.501,-0.337,20.37,-0.886,112.063,-2.056,61.368,139.139,83.862,-1.217,83.862
212838,b,67.441,157.944,30.56,2.413,15.541,196.952,0.497,-1.254,109.013,0.109,54.183,1.089,62.304,224.503,33.755,-0.756,33.755
212865,b,76.908,97.925,25.15,2.602,59.715,113.517,0.812,-1.359,42.819,2.316,34.751,0.613,46.265,152.941,35.947,2.498,35.947
212953,s,55.195,78.201,32.388,2.146,1.79,124.12,0.483,-1.162,63.078,-0.725,30.443,-1.118,78.293,112.574,30.599,-0.209,30.599
213010,b,68.689,58.641,19.05,2.165,22.416,100.667,1.237,-1.405,27.222,0.226,33.661,-0.76,49.045,142.914,39.783,-0.523,39.783
213031,b,71.679,43.622,53.958,1.334,4.48,111.329,0.785,-0.017,34.324,-1.441,26.929,-0.108,60.012,179.478,50.076,1.133,50.076
213032,b,89.04,51.558,44.199,1.327,25.094,115.016,0.845,-0.971,44.848,1.104,37.894,1.511,52.314,117.648,32.274,0.092,32.274
213039,b,105.389,89.322,0.536,2.255,40.781,126.093,1.698,-1.371,31.513,0.505,53.504,1.921,56.572,125.449,41.077,-2.566,41.077
213052,b,70.527,80.903,49.822,3.174,18.619,106.113,1.015,-1.414,31.212,-0.344,31.693,1.163,60.688,209.862,43.208,-2.742,43.208
213054,b,121.946,67.004,73.031,2.653,49.182,171.331,2.33,0.952,20.658,-0.649,48.14,0.279,85.38,304.629,102.533,0.22,102.533
213123,b,61.864,57.824,30.582,1.848,7.029,102.449,1.018,-1.242,35.901,2.063,36.547,2.081,51.247,161.27,30.0,1.972,30.0
213169,b,88.911,87.825,30.369,2.788,3.092,96.684,2.071,-1.413,20.661,-0.265,42.782,-2.349,59.673,142.972,33.241,-1.15,33.241
213188,b,95.834,23.151,25.917,0.58,15.212,119.916,1.151,-0.193,36.625,-0.768,42.162,-0.189,54.676,301.746,41.128,0.347,41.128
213237,b,64.302,68.371,33.166,1.959,11.386,107.39,0.862,-0.917,35.968,0.327,31.005,-1.221,51.742,155.717,40.417,2.088,40.417
213278,b,79.639,141.99,31.283,2.599,0.313,127.772,0.856,-1.33,51.824,0.941,44.358,-1.26,45.933,162.146,31.59,0.344,31.59
213292,b,106.098,131.254,8.368,2.881,51.264,138.684,1.477,-1.371,34.531,-0.705,51.007,1.506,60.458,226.549,53.147,-3.489,53.147
213332,b,106.881,94.846,31.419,2.881,0.763,128.502,1.51,-1.402,38.909,0.06,58.746,0.114,54.026,142.407,30.848,-2.841,30.848
213379,b,73.625,42.12,29.969,1.685,23.943,89.552,1.526,-1.337,22.117,0.795,33.759,0.206,56.075,181.836,33.675,0.458,33.675
213381,b,143.876,131.958,4.023,2.616,73.761,216.063,2.044,-1.339,46.172,1.448,94.362,0.879,57.507,224.034,75.528,2.848,75.528
213400,b,84.824,18.808,27.222,0.793,3.238,78.569,1.317,-1.284,20.784,-1.223,27.378,-1.635,69.996,108.043,30.406,3.628,30.406
213418,s,82.799,91.904,50.911,2.047,3.543,167.411,0.318,-1.414,89.843,1.484,28.56,2.283,75.067,166.335,49.009,1.065,49.009
213485,s,158.638,72.35,39.213,1.458,37.038,139.928,1.131,-1.403,51.045,1.173,57.729,1.152,120.038,174.444,31.154,2.431,31.154
213500,b,177.517,112.264,47.918,2.76,3.104,169.534,2.531,-1.389,35.265,0.201,89.244,0.612,97.335,240.076,45.024,-0.908,45.024
213515,s,134.44,92.229,60.502,2.615,12.327,149.15,1.568,-1.271,30.467,0.598,47.773,-0.919,97.424,216.521,70.91,-1.994,70.91
213565,b,95.406,83.799,65.248,2.151,34.868,110.536,1.783,-0.193,24.453,0.143,43.591,-1.977,71.982,146.234,42.492,-0.347,42.492
213584,b,158.86,188.913,49.975,2.617,17.877,261.61,1.014,-1.351,96.281,0.966,97.651,1.247,68.11,351.786,67.678,-1.689,67.678
213673,b,88.722,22.929,32.692,0.926,4.444,83.618,1.202,-0.986,22.974,-2.18,27.604,-1.722,71.292,151.485,33.039,0.798,33.039
213694,b,71.953,55.835,41.775,1.631,0.267,112.352,1.476,-0.966,28.612,-2.399,42.228,-1.341,47.399,136.966,41.512,-0.589,41.512
213738,b,73.117,85.903,42.67,3.067,22.327,114.661,1.286,-1.414,27.12,0.188,34.883,1.988,61.182,193.685,52.658,1.843,52.658
213781,b,73.041,28.639,16.518,1.051,24.023,97.983,1.37,-1.29,24.234,-0.01,33.21,-0.252,46.531,117.692,40.539,0.178,40.539
213859,b,84.862,203.722,31.73,3.846,1.198,105.439,2.245,-1.351,22.611,2.346,50.753,-1.253,44.218,110.452,32.075,-1.148,32.075
213927,b,106.234,160.786,30.931,3.299,18.186,111.895,1.178,-0.391,29.65,-1.709,34.918,1.583,82.084,184.236,47.327,0.281,47.327
213994,b,114.571,56.09,34.967,1.525,0.205,127.301,3.621,-1.209,20.015,1.317,72.468,0.468,45.807,67.568,34.818,-2.007,34.818
213995,b,103.038,16.863,82.073,0.441,39.062,121.429,0.798,-0.172,42.855,-1.178,34.209,-0.936,91.602,184.228,44.365,0.368,44.365
214062,b,132.694,127.839,32.036,2.81,15.61,168.708,3.198,-1.376,28.998,-0.661,92.732,0.818,52.928,149.604,46.979,-0.177,46.979
214072,b,225.173,91.993,61.6,2.295,34.441,165.292,4.514,-0.372,23.407,-1.69,105.652,-1.316,122.936,178.012,36.232,-2.246,36.232
214078,b,95.139,40.754,52.977,1.284,37.021,103.52,2.039,-0.074,20.76,0.677,42.33,1.956,65.509,172.281,40.43,0.335,40.43
214097,s,60.892,58.997,40.224,1.515,2.497,126.472,0.528,-0.792,55.965,1.779,29.528,0.996,58.164,142.851,40.979,-0.785,40.979
214109,b,83.642,67.963,77.031,1.831,23.755,163.554,1.051,-0.142,32.965,0.862,34.633,-0.811,63.691,281.563,95.956,-0.996,95.956
214122,b,79.822,42.139,50.689,1.378,0.345,111.487,1.02,-0.457,29.938,0.774,30.541,1.806,55.65,147.446,51.008,0.606,51.008
214150,b,73.71,19.951,84.918,0.681,1.623,145.855,1.143,0.003,27.805,-0.354,31.772,-0.243,64.581,194.947,86.278,-1.851,86.278
214198,b,105.836,137.574,37.07,2.851,0.451,122.689,2.943,-1.402,21.822,2.002,64.218,-0.676,47.194,122.703,36.649,0.107,36.649
214210,b,170.865,94.436,52.086,2.61,21.722,146.975,3.906,-1.395,23.724,0.509,92.661,1.143,92.207,285.192,30.591,-0.347,30.591
214225,b,96.749,66.481,0.801,2.289,33.704,108.972,2.406,-1.302,22.249,2.28,53.53,1.527,45.59,41.631,33.193,2.721,33.193
214249,b,51.867,24.807,104.792,0.724,43.869,132.857,1.031,0.036,32.998,0.299,34.035,-0.406,63.199,233.153,65.824,0.918,65.824
214292,b,257.513,98.847,25.34,2.197,28.275,178.073,4.936,-1.157,24.936,-0.234,123.085,-0.356,135.523,186.437,30.052,-2.817,30.052
214320,s,69.183,82.136,0.728,2.002,87.331,187.92,0.43,-1.311,70.729,-1.132,30.429,-0.403,69.023,91.956,86.762,2.633,86.762
214346,b,90.088,27.245,38.546,0.884,3.934,98.768,1.301,-0.642,27.853,-0.033,36.247,0.104,57.297,137.047,34.668,1.366,34.668
214408,s,53.866,76.118,38.004,2.966,0.631,113.577,0.895,-1.414,40.134,1.887,35.932,2.112,45.62,94.276,37.511,0.096,37.511
214496,b,99.24,84.708,34.851,2.188,4.086,111.518,2.1,-0.792,24.64,0.115,51.738,1.932,48.031,157.411,35.14,1.794,35.14
214526,b,105.025,52.325,39.856,1.608,2.05,99.906,1.076,-0.918,29.147,-0.632,31.373,0.839,87.954,111.686,39.387,0.805,39.387
214584,b,74.869,26.789,36.506,1.049,17.829,100.409,1.067,-0.719,25.863,1.219,27.594,1.213,51.594,157.974,46.951,1.211,46.951
214588,b,80.361,158.169,32.202,3.551,1.866,92.797,1.942,-0.934,20.641,1.956,40.086,-1.496,49.309,96.424,32.07,2.444,32.07
214826,b,103.156,52.539,51.521,2.306,26.879,95.806,1.698,-1.373,21.917,2.184,37.214,1.939,79.563,260.606,36.675,0.871,36.675
214869,b,77.429,39.6,53.203,1.239,3.78,113.938,1.218,-0.578,29.086,-1.973,35.428,-1.133,66.004,137.033,49.424,-2.181,49.424
214875,b,81.756,91.682,80.588,3.199,2.181,169.564,1.929,-1.414,29.646,0.058,57.19,-0.888,72.759,197.984,82.728,0.144,82.728
214941,b,89.092,53.416,33.124,1.348,1.338,115.236,1.243,-1.104,36.135,-0.039,44.913,0.791,44.274,154.424,34.189,-2.052,34.189
214947,b,100.82,62.994,34.053,2.057,2.622,108.459,1.416,-1.15,29.79,-0.383,42.177,-0.999,60.647,91.289,36.492,-1.717,36.492
214974,b,73.418,35.503,50.982,1.644,0.628,99.854,1.321,-1.287,21.018,-1.095,27.772,-0.962,75.057,107.012,51.063,0.805,51.063
214983,b,104.554,51.377,129.13,1.423,24.5,211.024,2.723,0.841,23.737,1.368,64.624,1.561,85.501,260.949,122.663,-0.177,122.663
215014,b,91.298,128.901,77.542,3.622,1.308,148.076,0.693,-1.392,40.893,0.564,28.352,-1.966,84.118,141.397,78.831,-0.981,78.831
215016,b,85.952,47.529,51.206,1.049,9.184,139.734,0.548,-0.199,58.7,-0.472,32.148,-1.501,65.609,171.158,48.887,-1.602,48.887
215071,b,121.345,76.499,20.371,2.474,59.422,134.774,2.287,-1.308,26.136,-0.216,59.768,0.263,63.862,144.329,48.87,1.785,48.87
215092,b,78.33,191.154,54.554,3.772,7.811,109.356,1.389,-0.364,25.748,1.832,35.76,-1.888,62.571,189.602,47.848,-0.742,47.848
215108,b,181.321,126.346,33.769,2.326,2.962,189.528,3.002,-1.068,39.393,1.505,118.264,1.785,69.551,156.353,31.871,2.361,31.871
215299,b,151.47,114.195,54.03,2.325,20.155,151.872,1.236,-1.408,52.605,-0.336,65.042,0.452,109.169,170.132,34.225,-2.893,34.225
215328,b,70.434,111.625,55.751,3.051,1.388,137.479,1.51,-1.382,32.467,0.439,49.026,2.249,63.654,194.973,55.986,2.199,55.986
215330,b,70.256,114.753,126.934,2.652,62.371,158.291,1.456,-0.055,29.564,1.632,43.032,-0.782,107.555,282.43,85.695,1.511,85.695
215337,b,74.988,80.47,22.379,2.17,19.552,96.731,0.886,-0.819,33.392,-0.121,29.582,1.972,53.515,182.519,33.757,1.976,33.757
215338,b,87.441,61.142,69.215,2.088,19.088,107.918,1.622,-0.117,21.597,-2.391,35.02,-0.696,65.548,152.68,51.301,-0.171,51.301
215365,b,59.014,62.173,48.421,2.088,28.974,108.338,1.345,-1.123,28.785,-0.013,38.729,0.871,55.427,131.118,40.825,1.37,40.825
215414,b,56.483,37.932,75.986,1.235,4.19,142.926,1.287,-0.167,27.438,-2.023,35.32,-1.259,61.077,186.013,80.168,0.761,80.168
215437,s,67.575,34.284,78.698,1.302,25.591,107.217,1.089,0.067,25.361,-1.093,27.608,-0.214,59.967,168.465,54.248,-0.363,54.248
215451,b,73.805,40.752,4.758,1.327,30.912,99.709,0.767,-1.414,37.44,-0.869,28.701,-0.557,52.916,126.269,33.568,2.527,33.568
215482,b,73.027,94.248,45.692,2.877,3.984,136.214,1.533,-1.412,35.67,-0.831,54.691,-0.019,51.841,198.464,45.853,0.282,45.853
215533,b,82.011,146.098,123.716,4.134,26.668,170.389,2.023,1.414,21.684,-0.634,43.862,2.386,108.715,204.393,104.842,-0.398,104.842
215640,b,113.539,84.682,2.885,2.526,49.646,147.492,2.48,-1.282,27.916,1.726,69.218,2.04,47.605,58.07,50.359,2.765,50.359
215792,b,86.657,169.405,88.287,4.133,1.646,144.295,1.434,-1.329,22.881,-2.197,32.818,1.424,107.757,141.103,88.596,0.038,88.596
215802,b,80.804,89.487,65.254,3.313,25.518,120.274,0.858,-1.414,38.815,-0.425,33.32,0.949,66.823,171.307,48.139,-0.071,48.139
215879,b,52.557,67.48,39.824,3.168,1.156,96.966,0.868,-1.414,30.465,0.75,26.448,1.974,45.718,92.658,40.052,0.814,40.052
215908,s,131.486,23.393,26.153,0.524,5.271,123.802,1.864,-0.701,32.486,0.912,60.564,0.467,71.546,207.334,30.752,-2.051,30.752
215974,s,197.427,94.204,2.659,1.511,137.981,282.666,1.941,-1.355,48.744,0.884,94.63,1.235,108.907,116.065,139.293,2.065,139.293
215976,b,97.625,30.856,132.636,0.617,5.786,231.112,0.975,0.03,50.878,-0.911,49.582,-0.553,82.238,316.272,130.652,-0.611,130.652
216036,b,64.539,53.494,61.383,2.903,26.689,93.89,1.576,-1.414,20.751,1.691,32.705,2.228,65.531,174.671,40.433,1.137,40.433
216056,s,361.188,91.686,48.377,1.48,3.35,236.46,5.514,-1.243,28.855,-2.16,159.119,-1.977,209.002,166.32,48.486,-0.028,48.486
216077,b,96.334,35.084,30.434,1.308,0.894,82.525,1.393,-0.953,21.449,0.956,29.875,2.185,77.667,61.856,31.2,3.457,31.2
216159,b,98.478,84.893,30.74,2.231,2.691,100.505,1.897,-0.666,23.5,0.322,44.57,-1.788,55.291,94.22,32.435,-1.028,32.435
216162,b,94.323,77.832,41.774,1.896,16.695,116.0,0.71,-1.181,49.418,-0.437,35.091,-1.691,63.989,239.399,31.491,-1.454,31.491
216190,s,144.068,44.528,98.961,1.005,57.833,131.571,0.984,-0.213,43.047,0.186,42.373,1.156,146.708,244.836,46.151,-1.199,46.151
216213,b,86.89,125.578,5.773,2.598,27.066,120.862,0.745,-1.408,50.5,-1.706,37.605,0.413,60.127,190.561,32.756,0.559,32.756
216224,b,75.246,71.725,3.041,2.341,55.352,105.954,1.3,-1.41,23.298,-1.7,30.283,0.405,49.439,72.858,52.373,1.891,52.373
216226,b,94.518,64.71,57.135,1.982,0.904,149.027,3.565,-1.381,20.034,1.332,71.41,1.809,48.26,114.674,57.583,0.912,57.583
216230,b,57.25,84.334,112.577,2.745,1.476,188.047,0.591,-1.25,47.842,-0.062,28.257,1.168,141.699,201.014,111.949,-2.461,111.949
216254,b,97.176,74.981,74.28,2.93,20.72,108.505,1.63,-1.414,20.736,-0.384,33.794,-2.274,97.151,184.097,53.975,-1.94,53.975
216321,b,91.657,69.984,64.299,2.104,2.014,161.409,3.393,-1.375,21.723,-1.271,73.698,-1.522,50.363,97.404,65.988,1.908,65.988
216330,b,90.749,178.41,41.944,2.835,46.324,194.866,0.414,-1.401,113.207,0.329,46.848,-1.115,88.447,313.213,34.811,-0.318,34.811
216375,b,84.909,171.074,51.735,3.012,4.26,201.529,1.211,-1.41,69.43,-1.25,84.05,-0.241,60.836,259.95,48.049,-2.396,48.049
216408,b,70.333,94.066,46.898,2.818,36.533,150.626,0.828,-1.408,47.029,-0.835,38.917,-1.834,69.85,236.038,64.679,2.086,64.679
216481,b,77.556,49.959,30.54,2.013,4.665,90.055,1.084,-1.414,28.188,1.859,30.567,1.593,62.441,122.5,31.301,0.345,31.301
216484,b,76.636,100.993,47.701,1.958,1.636,157.938,0.85,-1.039,58.913,-0.601,50.05,0.517,58.471,190.989,48.976,-2.281,48.976
216554,b,73.23,43.461,28.82,1.464,2.27,92.376,0.955,-1.025,31.437,0.807,30.034,1.606,44.645,122.797,30.906,-0.794,30.906
216628,b,98.68,89.024,82.089,2.691,4.325,175.301,1.206,-1.412,41.46,2.072,50.013,1.914,99.042,222.715,83.828,1.991,83.828
216635,s,150.839,73.786,1.048,2.195,131.667,230.231,3.978,-1.215,20.007,-2.275,79.592,-1.652,72.553,113.657,130.632,-2.649,130.632
216689,b,83.317,25.836,51.551,0.774,21.175,97.18,0.824,-0.34,36.618,1.523,30.182,2.105,62.182,150.837,30.38,0.761,30.38
216695,b,67.056,48.134,50.464,2.062,6.833,105.532,1.223,-1.19,21.787,0.79,26.646,2.081,71.646,155.181,57.099,2.216,57.099
216753,b,104.633,81.238,23.097,1.876,24.416,113.482,1.563,-0.76,30.235,-0.14,47.266,1.71,58.012,198.42,35.981,0.357,35.981
216782,b,59.782,34.218,99.406,1.097,1.982,157.754,0.995,0.014,29.825,0.024,29.665,-1.052,74.838,229.595,98.264,-2.364,98.264
216854,b,81.184,52.323,39.591,1.556,4.401,120.252,0.574,-1.218,49.008,1.943,28.109,2.152,91.914,197.6,43.135,1.499,43.135
216903,b,104.68,27.211,33.061,0.764,21.382,119.887,2.034,-0.149,24.355,0.447,49.54,1.204,58.646,154.412,45.993,0.162,45.993
216934,b,79.058,45.11,60.643,1.463,6.364,113.277,1.312,-0.225,25.054,0.797,32.879,-0.595,69.045,183.555,55.344,2.841,55.344
216939,b,81.356,43.275,86.039,1.537,2.485,150.79,2.328,-0.769,20.203,0.374,47.026,0.693,82.349,182.78,83.561,0.703,83.561
216940,b,81.486,19.883,51.107,0.554,4.457,121.301,1.355,-0.275,30.695,0.04,41.593,-0.36,50.869,118.496,49.012,-0.873,49.012
217002,b,84.059,119.331,27.911,3.379,10.698,97.067,1.418,-1.408,25.724,1.854,36.479,-0.791,59.528,135.697,34.864,-2.207,34.864
217041,b,203.515,408.451,24.335,4.498,19.434,218.866,3.391,0.501,40.343,-2.288,136.821,1.052,75.827,278.25,41.702,-0.298,41.702
217054,b,137.161,182.982,38.574,2.549,6.884,162.708,1.529,-1.366,51.799,-0.635,79.208,1.489,62.956,215.373,31.701,2.766,31.701
217118,b,81.506,50.052,57.117,1.401,30.062,101.492,0.793,-0.092,37.081,-1.963,29.4,-0.571,71.076,190.63,35.011,-0.436,35.011
217124,b,77.136,69.668,2.518,1.795,64.887,156.646,0.702,-1.389,52.724,-1.011,37.016,-1.307,55.806,67.681,66.906,-2.822,66.906
217161,b,93.799,34.205,73.484,1.004,44.827,108.054,1.609,-0.029,25.715,0.085,41.374,1.086,74.093,189.7,40.966,1.313,40.966
217190,b,97.448,61.561,28.026,2.105,4.122,100.55,1.461,-1.251,28.05,-1.559,40.969,-2.235,59.387,101.021,31.532,-2.161,31.532
217266,b,64.392,66.238,9.094,2.199,51.228,118.585,0.755,-1.402,36.677,2.319,27.684,1.031,50.147,107.566,54.224,2.681,54.224
217303,b,88.212,125.497,46.485,3.514,8.969,139.796,1.741,-1.414,35.408,0.504,61.629,-1.108,48.16,185.632,42.758,-2.275,42.758
217312,b,89.173,69.804,66.617,1.883,6.074,134.937,0.777,-0.52,40.283,1.767,31.293,0.267,66.823,180.613,63.361,2.262,63.361
217419,b,101.929,87.838,38.732,2.038,13.427,111.66,1.205,-0.931,35.112,-2.376,42.321,-0.53,76.344,110.009,34.227,1.077,34.227
